"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (200,ma,0)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","RSI ‌rsi‌ (14)"
"Thu Sep 15 2022 12:00:00 GMT+0530 (India Standard Time)","17898.35","17905.75","17891.70","17894.05","-0.02","-0.02","0","17985.64","18008.53","17960.78","36.81"
"Thu Sep 15 2022 12:05:00 GMT+0530 (India Standard Time)","17894.05","17898.60","17883.00","17883.30","-0.06","-0.06","0","17981.85","18008.06","17960.78","34.44"
"Thu Sep 15 2022 12:10:00 GMT+0530 (India Standard Time)","17882.80","17898.65","17877.25","17894.90","0.06","0.06","0","17978.38","18007.71","17950.95","39.01"
"Thu Sep 15 2022 12:15:00 GMT+0530 (India Standard Time)","17895.95","17897.70","17884.40","17885.05","-0.06","-0.05","0","17974.36","18007.32","17950.95","36.67"
"Thu Sep 15 2022 12:20:00 GMT+0530 (India Standard Time)","17884.65","17893.20","17880.15","17892.00","0.04","0.04","0","17970.51","18007.02","17950.95","39.43"
"Thu Sep 15 2022 12:25:00 GMT+0530 (India Standard Time)","17891.45","17904.80","17890.50","17902.40","0.06","0.06","0","17967.07","18006.75","17950.95","43.40"
"Thu Sep 15 2022 12:30:00 GMT+0530 (India Standard Time)","17902.05","17908.00","17898.15","17906.00","0.02","0.02","0","17963.50","18006.50","17950.95","44.75"
"Thu Sep 15 2022 12:35:00 GMT+0530 (India Standard Time)","17906.10","17914.25","17905.60","17910.50","0.03","0.03","0","17960.17","18006.32","17950.95","46.47"
"Thu Sep 15 2022 12:40:00 GMT+0530 (India Standard Time)","17910.40","17911.95","17898.85","17900.65","-0.05","-0.05","0","17956.89","18006.06","17950.95","43.29"
"Thu Sep 15 2022 12:45:00 GMT+0530 (India Standard Time)","17899.95","17909.90","17899.80","17904.80","0.02","0.02","0","17953.63","18005.79","17950.95","45.00"
"Thu Sep 15 2022 12:50:00 GMT+0530 (India Standard Time)","17903.85","17912.20","17901.65","17911.40","0.04","0.04","0","17950.55","18005.57","17950.95","47.69"
"Thu Sep 15 2022 12:55:00 GMT+0530 (India Standard Time)","17910.60","17920.75","17909.85","17914.40","0.02","0.02","0","17948.31","18005.39","17950.95","48.91"
"Thu Sep 15 2022 13:00:00 GMT+0530 (India Standard Time)","17914.10","17924.40","17914.10","17916.40","0.01","0.01","0","17946.29","18005.24","17950.95","49.76"
"Thu Sep 15 2022 13:05:00 GMT+0530 (India Standard Time)","17916.10","17938.30","17915.65","17938.20","0.12","0.12","0","17945.45","18005.27","17950.95","57.92"
"Thu Sep 15 2022 13:10:00 GMT+0530 (India Standard Time)","17938.90","17941.15","17923.25","17923.25","-0.08","-0.08","0","17944.02","18005.23","17950.95","51.72"
"Thu Sep 15 2022 13:15:00 GMT+0530 (India Standard Time)","17923.65","17933.50","17918.35","17930.65","0.04","0.04","0","17943.06","18005.26","17950.95","54.33"
"Thu Sep 15 2022 13:20:00 GMT+0530 (India Standard Time)","17930.50","17933.10","17923.70","17923.70","-0.04","-0.04","0","17941.52","18005.22","17950.95","51.51"
"Thu Sep 15 2022 13:25:00 GMT+0530 (India Standard Time)","17924.60","17925.15","17899.80","17910.60","-0.07","-0.07","0","17938.06","18004.63","17950.95","46.61"
"Thu Sep 15 2022 13:30:00 GMT+0530 (India Standard Time)","17911.00","17919.65","17897.25","17900.65","-0.06","-0.06","0","17934.45","18003.92","17950.95","43.24"
"Thu Sep 15 2022 13:35:00 GMT+0530 (India Standard Time)","17901.15","17901.40","17880.80","17884.90","-0.09","-0.09","0","17930.66","18003.16","17950.95","38.50"
"Thu Sep 15 2022 13:40:00 GMT+0530 (India Standard Time)","17885.60","17886.05","17874.80","17878.45","-0.04","-0.04","0","17927.10","18002.34","17940.26","36.73"
"Thu Sep 15 2022 13:45:00 GMT+0530 (India Standard Time)","17879.20","17880.75","17863.20","17879.80","0.01","0.01","0","17924.32","18001.50","17932.78","37.38"
"Thu Sep 15 2022 13:50:00 GMT+0530 (India Standard Time)","17879.60","17905.25","17876.95","17905.00","0.14","0.14","0","17921.77","18000.74","17932.78","48.11"
"Thu Sep 15 2022 13:55:00 GMT+0530 (India Standard Time)","17904.35","17906.30","17894.95","17906.30","0.01","0.01","0","17919.08","18000.01","17932.78","48.60"
"Thu Sep 15 2022 14:00:00 GMT+0530 (India Standard Time)","17906.30","17906.50","17891.55","17897.25","-0.05","-0.05","0","17916.90","17999.21","17932.78","45.39"
"Thu Sep 15 2022 14:05:00 GMT+0530 (India Standard Time)","17897.70","17899.65","17884.55","17892.90","-0.02","-0.02","0","17915.22","17998.40","17932.78","43.89"
"Thu Sep 15 2022 14:10:00 GMT+0530 (India Standard Time)","17894.10","17915.70","17893.85","17910.65","0.10","0.10","0","17914.02","17997.68","17932.78","51.00"
"Thu Sep 15 2022 14:15:00 GMT+0530 (India Standard Time)","17910.60","17916.05","17897.85","17913.35","0.02","0.02","0","17913.03","17996.99","17932.78","52.00"
"Thu Sep 15 2022 14:20:00 GMT+0530 (India Standard Time)","17913.00","17936.40","17911.95","17934.05","0.12","0.12","0","17912.28","17996.37","17932.78","58.91"
"Thu Sep 15 2022 14:25:00 GMT+0530 (India Standard Time)","17933.65","17933.65","17922.20","17930.75","-0.02","-0.02","0","17911.25","17995.72","17878.66","57.49"
"Thu Sep 15 2022 14:30:00 GMT+0530 (India Standard Time)","17930.40","17937.25","17927.25","17936.80","0.03","0.03","0","17910.23","17995.14","17878.66","59.42"
"Thu Sep 15 2022 14:35:00 GMT+0530 (India Standard Time)","17937.80","17955.15","17933.15","17953.85","0.10","0.10","0","17909.85","17994.74","17883.52","64.34"
"Thu Sep 15 2022 14:40:00 GMT+0530 (India Standard Time)","17954.10","17962.40","17944.05","17946.25","-0.04","-0.04","0","17909.91","17994.29","17899.97","60.80"
"Thu Sep 15 2022 14:45:00 GMT+0530 (India Standard Time)","17944.95","17946.00","17913.25","17924.85","-0.12","-0.12","0","17909.74","17993.74","17899.97","52.11"
"Thu Sep 15 2022 14:50:00 GMT+0530 (India Standard Time)","17925.20","17934.90","17918.05","17923.40","-0.01","-0.01","0","17909.90","17993.13","17899.97","51.58"
"Thu Sep 15 2022 14:55:00 GMT+0530 (India Standard Time)","17924.85","17925.95","17912.60","17912.60","-0.06","-0.06","0","17910.17","17992.45","17899.97","47.63"
"Thu Sep 15 2022 15:00:00 GMT+0530 (India Standard Time)","17912.80","17921.35","17902.20","17910.50","-0.01","-0.01","0","17910.30","17991.77","17899.97","46.88"
"Thu Sep 15 2022 15:05:00 GMT+0530 (India Standard Time)","17910.60","17910.85","17873.65","17888.00","-0.13","-0.13","0","17909.77","17990.97","17899.97","39.67"
"Thu Sep 15 2022 15:10:00 GMT+0530 (India Standard Time)","17889.30","17891.30","17874.85","17877.60","-0.06","-0.06","0","17909.12","17990.14","17945.87","36.85"
"Thu Sep 15 2022 15:15:00 GMT+0530 (India Standard Time)","17876.90","17876.90","17865.20","17865.50","-0.07","-0.07","0","17908.70","17989.22","17935.07","33.84"
"Thu Sep 15 2022 15:20:00 GMT+0530 (India Standard Time)","17865.80","17870.45","17861.95","17868.20","0.02","0.02","0","17908.32","17988.30","17922.00","35.11"
"Thu Sep 15 2022 15:25:00 GMT+0530 (India Standard Time)","17869.70","17873.05","17863.20","17872.30","0.02","0.02","0","17907.80","17987.43","17922.00","37.09"
"Fri Sep 16 2022 09:15:00 GMT+0530 (India Standard Time)","17796.80","17815.80","17717.45","17790.65","-0.46","-0.46","0","17905.23","17986.12","17922.00","22.41"
"Fri Sep 16 2022 09:20:00 GMT+0530 (India Standard Time)","17791.05","17798.40","17759.50","17767.60","-0.13","-0.13","0","17902.18","17984.72","17864.02","20.00"
"Fri Sep 16 2022 09:25:00 GMT+0530 (India Standard Time)","17768.00","17795.20","17759.15","17783.10","0.09","0.09","0","17899.50","17983.41","17843.03","25.77"
"Fri Sep 16 2022 09:30:00 GMT+0530 (India Standard Time)","17785.05","17794.10","17766.95","17791.60","0.05","0.05","0","17896.58","17982.16","17843.03","28.81"
"Fri Sep 16 2022 09:35:00 GMT+0530 (India Standard Time)","17792.45","17794.45","17770.60","17775.00","-0.09","-0.09","0","17893.67","17980.77","17843.03","26.53"
"Fri Sep 16 2022 09:40:00 GMT+0530 (India Standard Time)","17775.90","17775.90","17743.85","17745.85","-0.16","-0.16","0","17890.14","17979.23","17843.03","23.07"
"Fri Sep 16 2022 09:45:00 GMT+0530 (India Standard Time)","17746.00","17755.05","17719.75","17721.85","-0.14","-0.14","0","17886.59","17977.55","17823.70","20.68"
"Fri Sep 16 2022 09:50:00 GMT+0530 (India Standard Time)","17721.65","17722.60","17683.10","17685.15","-0.21","-0.21","0","17882.34","17975.65","17801.04","17.67"
"Fri Sep 16 2022 09:55:00 GMT+0530 (India Standard Time)","17686.75","17689.90","17656.80","17662.15","-0.13","-0.13","0","17877.70","17973.62","17766.21","16.09"
"Fri Sep 16 2022 10:00:00 GMT+0530 (India Standard Time)","17661.10","17679.70","17645.45","17672.80","0.06","0.06","0","17873.49","17971.61","17744.08","19.67"
"Fri Sep 16 2022 10:05:00 GMT+0530 (India Standard Time)","17672.35","17694.50","17661.75","17681.90","0.05","0.05","0","17869.23","17969.66","17744.08","22.71"
"Fri Sep 16 2022 10:10:00 GMT+0530 (India Standard Time)","17682.20","17687.85","17666.20","17666.35","-0.09","-0.09","0","17864.86","17967.64","17744.08","21.23"
"Fri Sep 16 2022 10:15:00 GMT+0530 (India Standard Time)","17666.80","17666.80","17643.80","17662.30","-0.02","-0.02","0","17860.26","17965.62","17744.08","20.85"
"Fri Sep 16 2022 10:20:00 GMT+0530 (India Standard Time)","17664.20","17683.45","17656.00","17683.45","0.12","0.12","0","17855.88","17963.67","17744.08","28.10"
"Fri Sep 16 2022 10:25:00 GMT+0530 (India Standard Time)","17683.60","17715.45","17682.75","17715.45","0.18","0.18","0","17852.07","17961.87","17744.08","37.44"
"Fri Sep 16 2022 10:30:00 GMT+0530 (India Standard Time)","17715.45","17727.90","17707.65","17725.20","0.06","0.06","0","17848.37","17960.19","17744.08","40.00"
"Fri Sep 16 2022 10:35:00 GMT+0530 (India Standard Time)","17725.75","17725.95","17703.20","17712.90","-0.07","-0.07","0","17844.61","17958.44","17744.08","37.89"
"Fri Sep 16 2022 10:40:00 GMT+0530 (India Standard Time)","17713.70","17721.95","17697.00","17697.75","-0.09","-0.09","0","17840.47","17956.57","17744.08","35.42"
"Fri Sep 16 2022 10:45:00 GMT+0530 (India Standard Time)","17698.55","17699.55","17686.45","17694.25","-0.02","-0.02","0","17836.13","17954.70","17744.08","34.86"
"Fri Sep 16 2022 10:50:00 GMT+0530 (India Standard Time)","17694.25","17706.40","17688.75","17702.85","0.05","0.05","0","17831.90","17952.83","17744.08","37.50"
"Fri Sep 16 2022 10:55:00 GMT+0530 (India Standard Time)","17702.95","17714.15","17699.45","17712.05","0.05","0.05","0","17827.81","17951.00","17744.08","40.29"
"Fri Sep 16 2022 11:00:00 GMT+0530 (India Standard Time)","17712.85","17713.30","17703.40","17704.00","-0.05","-0.05","0","17823.13","17949.14","17744.08","38.66"
"Fri Sep 16 2022 11:05:00 GMT+0530 (India Standard Time)","17704.20","17704.20","17686.20","17689.00","-0.08","-0.08","0","17818.44","17947.25","17744.08","35.76"
"Fri Sep 16 2022 11:10:00 GMT+0530 (India Standard Time)","17689.45","17702.55","17682.50","17699.85","0.06","0.06","0","17813.83","17945.40","17744.08","39.31"
"Fri Sep 16 2022 11:15:00 GMT+0530 (India Standard Time)","17700.10","17700.30","17682.80","17690.30","-0.05","-0.05","0","17809.16","17943.53","17744.08","37.35"
"Fri Sep 16 2022 11:20:00 GMT+0530 (India Standard Time)","17690.65","17700.40","17685.90","17686.25","-0.02","-0.02","0","17804.67","17941.64","17744.08","36.53"
"Fri Sep 16 2022 11:25:00 GMT+0530 (India Standard Time)","17686.20","17687.85","17668.65","17670.30","-0.09","-0.09","0","17800.06","17939.66","17744.08","33.38"
"Fri Sep 16 2022 11:30:00 GMT+0530 (India Standard Time)","17670.20","17692.30","17666.55","17689.60","0.11","0.11","0","17796.16","17937.76","17739.74","40.10"
"Fri Sep 16 2022 11:35:00 GMT+0530 (India Standard Time)","17689.55","17695.75","17683.75","17689.20","0","0","0","17792.37","17935.88","17739.74","40.01"
"Fri Sep 16 2022 11:40:00 GMT+0530 (India Standard Time)","17689.50","17692.45","17674.90","17682.65","-0.04","-0.04","0","17788.43","17933.93","17739.74","38.48"
"Fri Sep 16 2022 11:45:00 GMT+0530 (India Standard Time)","17682.30","17690.95","17680.00","17690.25","0.04","0.04","0","17784.13","17931.97","17739.74","41.28"
"Fri Sep 16 2022 11:50:00 GMT+0530 (India Standard Time)","17690.35","17697.75","17689.15","17695.70","0.03","0.03","0","17779.92","17930.06","17739.74","43.27"
"Fri Sep 16 2022 11:55:00 GMT+0530 (India Standard Time)","17695.85","17697.10","17678.40","17679.20","-0.09","-0.09","0","17775.56","17928.09","17739.74","38.96"
"Fri Sep 16 2022 12:00:00 GMT+0530 (India Standard Time)","17679.45","17680.35","17659.55","17660.75","-0.10","-0.10","0","17770.92","17925.99","17739.74","34.80"
"Fri Sep 16 2022 12:05:00 GMT+0530 (India Standard Time)","17662.00","17665.20","17657.55","17659.40","-0.01","-0.01","0","17765.89","17923.88","17724.23","34.50"
"Fri Sep 16 2022 12:10:00 GMT+0530 (India Standard Time)","17659.55","17663.25","17652.05","17657.80","-0.01","-0.01","0","17760.78","17921.84","17720.95","34.14"
"Fri Sep 16 2022 12:15:00 GMT+0530 (India Standard Time)","17658.25","17671.65","17652.75","17669.65","0.07","0.07","0","17755.49","17919.83","17718.02","39.25"
"Fri Sep 16 2022 12:20:00 GMT+0530 (India Standard Time)","17669.80","17676.35","17665.65","17674.40","0.03","0.03","0","17750.37","17917.84","17718.02","41.22"
"Fri Sep 16 2022 12:25:00 GMT+0530 (India Standard Time)","17674.15","17674.50","17660.05","17663.30","-0.06","-0.06","0","17744.90","17915.80","17718.02","38.11"
"Fri Sep 16 2022 12:30:00 GMT+0530 (India Standard Time)","17663.90","17684.75","17661.05","17678.85","0.09","0.09","0","17739.40","17913.83","17718.02","44.44"
"Fri Sep 16 2022 12:35:00 GMT+0530 (India Standard Time)","17678.65","17679.75","17663.90","17667.15","-0.07","-0.07","0","17733.82","17911.78","17718.02","41.04"
"Fri Sep 16 2022 12:40:00 GMT+0530 (India Standard Time)","17666.15","17668.55","17661.85","17665.20","-0.01","-0.01","0","17728.62","17909.75","17718.02","40.48"
"Fri Sep 16 2022 12:45:00 GMT+0530 (India Standard Time)","17665.65","17675.80","17661.15","17664.00","-0.01","-0.01","0","17723.43","17907.73","17718.02","40.12"
"Fri Sep 16 2022 12:50:00 GMT+0530 (India Standard Time)","17664.50","17664.50","17646.50","17647.50","-0.09","-0.09","0","17718.13","17905.63","17718.02","35.45"
"Fri Sep 16 2022 12:55:00 GMT+0530 (India Standard Time)","17647.35","17656.90","17638.80","17655.30","0.04","0.04","0","17713.03","17903.49","17703.11","39.06"
"Fri Sep 16 2022 13:00:00 GMT+0530 (India Standard Time)","17655.40","17656.65","17643.35","17648.55","-0.04","-0.04","0","17708.24","17901.34","17703.11","37.13"
"Fri Sep 16 2022 13:05:00 GMT+0530 (India Standard Time)","17648.30","17649.45","17624.45","17624.45","-0.14","-0.14","0","17703.18","17899.11","17703.11","31.19"
"Fri Sep 16 2022 13:10:00 GMT+0530 (India Standard Time)","17623.60","17625.55","17600.30","17600.40","-0.14","-0.14","0","17697.87","17896.81","17680.21","26.61"
"Fri Sep 16 2022 13:15:00 GMT+0530 (India Standard Time)","17600.65","17609.95","17584.85","17591.90","-0.05","-0.05","0","17692.35","17894.45","17657.12","25.20"
"Fri Sep 16 2022 13:20:00 GMT+0530 (India Standard Time)","17592.40","17601.05","17575.50","17595.50","0.02","0.02","0","17686.81","17892.09","17649.50","26.97"
"Fri Sep 16 2022 13:25:00 GMT+0530 (India Standard Time)","17593.35","17611.80","17588.10","17609.70","0.08","0.08","0","17683.19","17890.82","17649.50","33.61"
"Fri Sep 16 2022 13:30:00 GMT+0530 (India Standard Time)","17610.10","17610.80","17572.10","17575.20","-0.20","-0.20","0","17679.35","17889.17","17649.50","27.15"
"Fri Sep 16 2022 13:35:00 GMT+0530 (India Standard Time)","17575.00","17594.40","17574.95","17593.55","0.10","0.10","0","17675.55","17887.56","17637.02","34.37"
"Fri Sep 16 2022 13:40:00 GMT+0530 (India Standard Time)","17593.05","17594.05","17569.35","17572.65","-0.12","-0.12","0","17671.18","17885.82","17637.02","30.65"
"Fri Sep 16 2022 13:45:00 GMT+0530 (India Standard Time)","17571.90","17586.00","17569.05","17581.25","0.05","0.05","0","17667.30","17884.17","17634.90","33.83"
"Fri Sep 16 2022 13:50:00 GMT+0530 (India Standard Time)","17582.80","17587.00","17552.10","17554.25","-0.15","-0.15","0","17663.47","17882.31","17634.90","29.29"
"Fri Sep 16 2022 13:55:00 GMT+0530 (India Standard Time)","17555.65","17565.45","17545.60","17560.95","0.04","0.04","0","17660.25","17880.40","17618.00","31.73"
"Fri Sep 16 2022 14:00:00 GMT+0530 (India Standard Time)","17560.90","17563.00","17547.25","17547.25","-0.08","-0.08","0","17657.49","17878.61","17618.00","29.49"
"Fri Sep 16 2022 14:05:00 GMT+0530 (India Standard Time)","17547.10","17553.35","17539.05","17549.40","0.01","0.01","0","17655.24","17876.85","17610.03","30.32"
"Fri Sep 16 2022 14:10:00 GMT+0530 (India Standard Time)","17549.45","17555.85","17522.45","17531.20","-0.10","-0.10","0","17652.41","17874.93","17610.03","27.37"
"Fri Sep 16 2022 14:15:00 GMT+0530 (India Standard Time)","17530.55","17551.55","17524.75","17535.05","0.02","0.02","0","17649.47","17872.98","17594.86","28.94"
"Fri Sep 16 2022 14:20:00 GMT+0530 (India Standard Time)","17534.65","17537.80","17505.70","17510.40","-0.14","-0.14","0","17646.35","17870.97","17594.86","25.18"
"Fri Sep 16 2022 14:25:00 GMT+0530 (India Standard Time)","17511.45","17561.00","17508.55","17560.50","0.29","0.29","0","17644.31","17869.22","17576.37","41.77"
"Fri Sep 16 2022 14:30:00 GMT+0530 (India Standard Time)","17561.10","17586.55","17560.55","17585.65","0.14","0.14","0","17642.36","17867.59","17576.37","48.00"
"Fri Sep 16 2022 14:35:00 GMT+0530 (India Standard Time)","17584.65","17592.25","17578.70","17583.45","-0.01","-0.01","0","17639.72","17865.94","17514.95","47.52"
"Fri Sep 16 2022 14:40:00 GMT+0530 (India Standard Time)","17583.85","17609.20","17580.15","17598.45","0.09","0.09","0","17637.18","17864.30","17514.95","51.11"
"Fri Sep 16 2022 14:45:00 GMT+0530 (India Standard Time)","17598.45","17603.25","17566.40","17574.50","-0.14","-0.14","0","17634.41","17862.58","17528.33","45.73"
"Fri Sep 16 2022 14:50:00 GMT+0530 (India Standard Time)","17574.10","17595.55","17567.20","17591.95","0.10","0.10","0","17632.30","17860.91","17528.33","49.87"
"Fri Sep 16 2022 14:55:00 GMT+0530 (India Standard Time)","17591.75","17596.60","17580.75","17595.05","0.02","0.02","0","17630.31","17859.26","17528.33","50.59"
"Fri Sep 16 2022 15:00:00 GMT+0530 (India Standard Time)","17593.60","17618.90","17522.80","17525.65","-0.39","-0.39","0","17626.77","17857.19","17528.33","37.58"
"Fri Sep 16 2022 15:05:00 GMT+0530 (India Standard Time)","17525.10","17537.85","17498.70","17537.45","0.07","0.07","0","17623.28","17855.15","17607.44","40.38"
"Fri Sep 16 2022 15:10:00 GMT+0530 (India Standard Time)","17537.60","17543.10","17521.75","17542.35","0.03","0.03","0","17620.05","17853.15","17607.44","41.56"
"Fri Sep 16 2022 15:15:00 GMT+0530 (India Standard Time)","17542.35","17550.45","17514.70","17527.95","-0.08","-0.08","0","17616.82","17851.01","17607.44","39.12"
"Fri Sep 16 2022 15:20:00 GMT+0530 (India Standard Time)","17527.50","17528.65","17512.40","17524.70","-0.02","-0.02","0","17613.32","17848.89","17607.44","38.57"
"Fri Sep 16 2022 15:25:00 GMT+0530 (India Standard Time)","17524.25","17552.05","17515.05","17550.10","0.14","0.15","0","17610.52","17846.87","17606.77","45.07"
