"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (200,ma,0)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","RSI ‌rsi‌ (14)"
"Thu Sep 22 2022 12:00:00 GMT+0530 (India Standard Time)","17576.85","17576.85","17550.95","17553.50","-0.13","-0.13","0","17665.29","17764.99","17644.60","29.85"
"Thu Sep 22 2022 12:05:00 GMT+0530 (India Standard Time)","17554.25","17562.60","17546.05","17548.60","-0.03","-0.03","0","17660.55","17764.46","17622.20","28.96"
"Thu Sep 22 2022 12:10:00 GMT+0530 (India Standard Time)","17549.65","17563.40","17545.15","17558.30","0.06","0.06","0","17656.14","17763.96","17616.39","33.23"
"Thu Sep 22 2022 12:15:00 GMT+0530 (India Standard Time)","17558.85","17574.40","17555.55","17570.90","0.07","0.07","0","17652.22","17763.67","17616.39","38.41"
"Thu Sep 22 2022 12:20:00 GMT+0530 (India Standard Time)","17572.55","17573.50","17554.45","17554.60","-0.09","-0.09","0","17648.03","17763.37","17616.39","34.66"
"Thu Sep 22 2022 12:25:00 GMT+0530 (India Standard Time)","17553.30","17565.10","17546.70","17551.35","-0.02","-0.02","0","17644.12","17762.92","17616.39","33.95"
"Thu Sep 22 2022 12:30:00 GMT+0530 (India Standard Time)","17551.75","17553.60","17542.40","17552.30","0.01","0.01","0","17640.40","17762.58","17616.39","34.37"
"Thu Sep 22 2022 12:35:00 GMT+0530 (India Standard Time)","17553.25","17573.15","17551.85","17571.00","0.11","0.11","0","17636.82","17762.25","17616.39","42.23"
"Thu Sep 22 2022 12:40:00 GMT+0530 (India Standard Time)","17571.35","17571.35","17550.35","17550.35","-0.12","-0.12","0","17633.27","17761.86","17616.39","36.97"
"Thu Sep 22 2022 12:45:00 GMT+0530 (India Standard Time)","17550.95","17568.05","17532.70","17566.15","0.09","0.09","0","17629.83","17761.60","17614.44","42.84"
"Thu Sep 22 2022 12:50:00 GMT+0530 (India Standard Time)","17566.40","17579.25","17559.95","17578.40","0.07","0.07","0","17626.71","17761.36","17614.44","46.96"
"Thu Sep 22 2022 12:55:00 GMT+0530 (India Standard Time)","17578.30","17593.95","17575.90","17580.95","0.01","0.01","0","17623.95","17761.26","17614.44","47.81"
"Thu Sep 22 2022 13:00:00 GMT+0530 (India Standard Time)","17580.25","17592.60","17577.65","17592.40","0.07","0.07","0","17621.46","17761.14","17614.44","51.54"
"Thu Sep 22 2022 13:05:00 GMT+0530 (India Standard Time)","17592.85","17597.85","17586.70","17589.70","-0.02","-0.02","0","17618.92","17760.98","17614.44","50.62"
"Thu Sep 22 2022 13:10:00 GMT+0530 (India Standard Time)","17590.85","17609.80","17590.15","17608.25","0.11","0.11","0","17616.64","17760.93","17614.44","56.37"
"Thu Sep 22 2022 13:15:00 GMT+0530 (India Standard Time)","17608.00","17637.90","17607.55","17635.40","0.15","0.15","0","17615.15","17760.94","17614.44","63.14"
"Thu Sep 22 2022 13:20:00 GMT+0530 (India Standard Time)","17635.45","17644.20","17630.35","17637.65","0.01","0.01","0","17613.59","17760.97","17571.44","63.65"
"Thu Sep 22 2022 13:25:00 GMT+0530 (India Standard Time)","17637.60","17643.35","17629.25","17640.05","0.01","0.01","0","17613.92","17760.14","17574.76","64.21"
"Thu Sep 22 2022 13:30:00 GMT+0530 (India Standard Time)","17640.50","17675.90","17640.10","17675.45","0.20","0.20","0","17614.23","17759.39","17578.14","71.26"
"Thu Sep 22 2022 13:35:00 GMT+0530 (India Standard Time)","17675.10","17681.30","17661.15","17665.70","-0.06","-0.06","0","17614.33","17758.67","17611.37","67.33"
"Thu Sep 22 2022 13:40:00 GMT+0530 (India Standard Time)","17665.10","17677.50","17660.25","17661.50","-0.02","-0.02","0","17613.83","17757.85","17611.37","65.65"
"Thu Sep 22 2022 13:45:00 GMT+0530 (India Standard Time)","17661.50","17684.30","17661.20","17684.30","0.13","0.13","0","17613.72","17757.16","17611.37","70.02"
"Thu Sep 22 2022 13:50:00 GMT+0530 (India Standard Time)","17685.30","17695.90","17685.30","17691.40","0.04","0.04","0","17614.38","17756.51","17620.68","71.25"
"Thu Sep 22 2022 13:55:00 GMT+0530 (India Standard Time)","17691.60","17696.20","17676.10","17681.75","-0.05","-0.05","0","17614.59","17755.68","17629.16","67.22"
"Thu Sep 22 2022 14:00:00 GMT+0530 (India Standard Time)","17682.25","17706.60","17681.35","17705.55","0.13","0.13","0","17615.07","17754.98","17629.16","71.50"
"Thu Sep 22 2022 14:05:00 GMT+0530 (India Standard Time)","17706.30","17722.15","17706.30","17720.00","0.08","0.08","0","17615.39","17754.40","17642.75","73.74"
"Thu Sep 22 2022 14:10:00 GMT+0530 (India Standard Time)","17719.55","17722.65","17689.75","17690.00","-0.17","-0.17","0","17615.31","17753.65","17657.82","62.71"
"Thu Sep 22 2022 14:15:00 GMT+0530 (India Standard Time)","17690.30","17719.60","17688.65","17709.30","0.11","0.11","0","17616.21","17752.91","17657.82","66.21"
"Thu Sep 22 2022 14:20:00 GMT+0530 (India Standard Time)","17709.85","17712.20","17696.70","17708.15","-0.01","-0.01","0","17617.07","17752.18","17657.82","65.82"
"Thu Sep 22 2022 14:25:00 GMT+0530 (India Standard Time)","17708.65","17709.60","17682.20","17692.10","-0.09","-0.09","0","17618.20","17751.33","17657.82","60.38"
"Thu Sep 22 2022 14:30:00 GMT+0530 (India Standard Time)","17692.50","17704.75","17675.95","17685.95","-0.03","-0.03","0","17619.15","17750.43","17657.82","58.39"
"Thu Sep 22 2022 14:35:00 GMT+0530 (India Standard Time)","17686.05","17688.95","17666.90","17677.75","-0.05","-0.05","0","17620.27","17749.53","17657.82","55.75"
"Thu Sep 22 2022 14:40:00 GMT+0530 (India Standard Time)","17678.30","17682.00","17670.45","17678.05","0","0","0","17621.52","17748.60","17657.82","55.83"
"Thu Sep 22 2022 14:45:00 GMT+0530 (India Standard Time)","17678.00","17697.15","17662.60","17662.60","-0.09","-0.09","0","17622.40","17747.56","17657.82","50.82"
"Thu Sep 22 2022 14:50:00 GMT+0530 (India Standard Time)","17662.50","17664.95","17652.70","17652.70","-0.06","-0.06","0","17623.22","17746.57","17657.82","47.85"
"Thu Sep 22 2022 14:55:00 GMT+0530 (India Standard Time)","17652.50","17662.15","17634.80","17654.75","0.01","0.01","0","17623.44","17745.58","17717.88","48.52"
"Thu Sep 22 2022 15:00:00 GMT+0530 (India Standard Time)","17652.10","17666.35","17645.55","17649.65","-0.03","-0.03","0","17623.70","17744.52","17717.88","46.91"
"Thu Sep 22 2022 15:05:00 GMT+0530 (India Standard Time)","17649.80","17650.20","17616.70","17623.40","-0.15","-0.15","0","17623.56","17743.29","17715.46","39.61"
"Thu Sep 22 2022 15:10:00 GMT+0530 (India Standard Time)","17624.35","17629.05","17612.30","17623.30","0","0","0","17623.15","17742.09","17690.86","39.58"
"Thu Sep 22 2022 15:15:00 GMT+0530 (India Standard Time)","17623.45","17631.90","17614.95","17626.50","0.02","0.02","0","17623.17","17740.87","17689.94","40.88"
"Thu Sep 22 2022 15:20:00 GMT+0530 (India Standard Time)","17625.40","17628.90","17621.30","17624.65","-0.01","-0.01","0","17623.14","17739.63","17689.94","40.34"
"Thu Sep 22 2022 15:25:00 GMT+0530 (India Standard Time)","17625.25","17640.20","17624.90","17635.95","0.06","0.06","0","17623.53","17738.47","17688.49","45.12"
"Fri Sep 23 2022 09:15:00 GMT+0530 (India Standard Time)","17593.85","17640.45","17541.10","17569.70","-0.38","-0.38","0","17623.22","17737.06","17688.49","29.98"
"Fri Sep 23 2022 09:20:00 GMT+0530 (India Standard Time)","17569.70","17570.55","17545.90","17562.95","-0.04","-0.04","0","17623.02","17735.59","17643.91","28.91"
"Fri Sep 23 2022 09:25:00 GMT+0530 (India Standard Time)","17562.00","17585.00","17541.95","17541.95","-0.12","-0.12","0","17621.99","17734.04","17637.15","25.84"
"Fri Sep 23 2022 09:30:00 GMT+0530 (India Standard Time)","17542.55","17542.55","17499.50","17499.50","-0.24","-0.24","0","17620.14","17732.24","17618.77","20.98"
"Fri Sep 23 2022 09:35:00 GMT+0530 (India Standard Time)","17498.75","17498.75","17461.15","17461.15","-0.22","-0.22","0","17617.78","17730.20","17578.81","17.74"
"Fri Sep 23 2022 09:40:00 GMT+0530 (India Standard Time)","17460.45","17489.55","17456.65","17467.15","0.03","0.03","0","17615.57","17728.20","17542.16","19.83"
"Fri Sep 23 2022 09:45:00 GMT+0530 (India Standard Time)","17466.50","17466.50","17436.65","17437.45","-0.17","-0.17","0","17612.73","17726.08","17542.16","17.46"
"Fri Sep 23 2022 09:50:00 GMT+0530 (India Standard Time)","17436.90","17480.40","17436.40","17468.90","0.18","0.18","0","17610.58","17724.11","17519.76","27.34"
"Fri Sep 23 2022 09:55:00 GMT+0530 (India Standard Time)","17469.35","17496.70","17461.40","17481.25","0.07","0.07","0","17609.14","17722.13","17519.76","30.84"
"Fri Sep 23 2022 10:00:00 GMT+0530 (India Standard Time)","17481.65","17497.85","17454.70","17480.00","-0.01","-0.01","0","17607.76","17720.12","17519.76","30.68"
"Fri Sep 23 2022 10:05:00 GMT+0530 (India Standard Time)","17478.15","17493.20","17469.65","17471.25","-0.05","-0.05","0","17606.02","17718.07","17519.76","29.52"
"Fri Sep 23 2022 10:10:00 GMT+0530 (India Standard Time)","17470.65","17472.60","17458.95","17460.30","-0.06","-0.06","0","17603.81","17715.98","17519.76","28.08"
"Fri Sep 23 2022 10:15:00 GMT+0530 (India Standard Time)","17461.10","17462.00","17421.15","17428.25","-0.18","-0.18","0","17601.28","17713.68","17519.76","24.35"
"Fri Sep 23 2022 10:20:00 GMT+0530 (India Standard Time)","17427.30","17459.00","17422.55","17455.50","0.16","0.16","0","17599.37","17711.48","17514.82","32.55"
"Fri Sep 23 2022 10:25:00 GMT+0530 (India Standard Time)","17455.10","17466.05","17442.60","17453.95","-0.01","-0.01","0","17597.40","17709.20","17514.82","32.34"
"Fri Sep 23 2022 10:30:00 GMT+0530 (India Standard Time)","17454.15","17467.85","17442.75","17467.15","0.08","0.08","0","17595.32","17707.01","17514.82","36.20"
"Fri Sep 23 2022 10:35:00 GMT+0530 (India Standard Time)","17466.75","17479.40","17458.40","17460.80","-0.04","-0.04","0","17593.53","17704.77","17514.82","35.16"
"Fri Sep 23 2022 10:40:00 GMT+0530 (India Standard Time)","17461.30","17462.10","17436.10","17436.35","-0.14","-0.14","0","17590.94","17702.38","17514.82","31.42"
"Fri Sep 23 2022 10:45:00 GMT+0530 (India Standard Time)","17436.55","17446.50","17423.70","17444.25","0.05","0.05","0","17588.25","17700.02","17514.82","33.87"
"Fri Sep 23 2022 10:50:00 GMT+0530 (India Standard Time)","17444.90","17471.00","17444.90","17455.85","0.07","0.07","0","17585.75","17697.78","17514.82","37.40"
"Fri Sep 23 2022 10:55:00 GMT+0530 (India Standard Time)","17455.95","17462.50","17451.20","17451.85","-0.02","-0.02","0","17582.94","17695.55","17514.82","36.67"
"Fri Sep 23 2022 11:00:00 GMT+0530 (India Standard Time)","17451.95","17457.80","17442.90","17443.40","-0.05","-0.05","0","17580.01","17693.24","17514.82","35.12"
"Fri Sep 23 2022 11:05:00 GMT+0530 (India Standard Time)","17443.70","17443.90","17431.40","17436.50","-0.04","-0.04","0","17576.58","17690.86","17514.82","33.86"
"Fri Sep 23 2022 11:10:00 GMT+0530 (India Standard Time)","17436.25","17453.60","17436.15","17440.30","0.02","0.02","0","17572.68","17688.49","17514.22","35.24"
"Fri Sep 23 2022 11:15:00 GMT+0530 (India Standard Time)","17439.55","17439.90","17413.80","17424.40","-0.09","-0.09","0","17568.41","17686.07","17514.22","32.21"
"Fri Sep 23 2022 11:20:00 GMT+0530 (India Standard Time)","17424.10","17458.60","17424.00","17458.45","0.20","0.20","0","17564.78","17683.89","17501.06","43.42"
"Fri Sep 23 2022 11:25:00 GMT+0530 (India Standard Time)","17458.80","17467.80","17454.20","17456.25","-0.01","-0.01","0","17560.40","17681.70","17501.06","42.93"
"Fri Sep 23 2022 11:30:00 GMT+0530 (India Standard Time)","17456.40","17456.40","17440.25","17447.20","-0.05","-0.05","0","17556.03","17679.57","17501.06","40.87"
"Fri Sep 23 2022 11:35:00 GMT+0530 (India Standard Time)","17447.00","17447.00","17434.25","17439.35","-0.04","-0.04","0","17551.58","17677.43","17501.06","39.11"
"Fri Sep 23 2022 11:40:00 GMT+0530 (India Standard Time)","17438.65","17453.05","17437.15","17452.25","0.07","0.07","0","17546.94","17675.35","17501.06","43.41"
"Fri Sep 23 2022 11:45:00 GMT+0530 (India Standard Time)","17452.15","17473.45","17452.15","17471.00","0.11","0.11","0","17542.53","17673.30","17501.06","49.04"
"Fri Sep 23 2022 11:50:00 GMT+0530 (India Standard Time)","17469.10","17469.10","17450.10","17464.20","-0.04","-0.04","0","17538.18","17671.15","17501.06","47.21"
"Fri Sep 23 2022 11:55:00 GMT+0530 (India Standard Time)","17463.65","17469.20","17454.85","17461.90","-0.01","-0.01","0","17533.31","17668.98","17501.06","46.57"
"Fri Sep 23 2022 12:00:00 GMT+0530 (India Standard Time)","17463.45","17466.00","17447.05","17447.65","-0.08","-0.08","0","17527.86","17666.74","17501.06","42.74"
"Fri Sep 23 2022 12:05:00 GMT+0530 (India Standard Time)","17446.75","17455.30","17442.50","17453.00","0.03","0.03","0","17523.12","17664.59","17501.06","44.58"
"Fri Sep 23 2022 12:10:00 GMT+0530 (India Standard Time)","17454.35","17458.00","17431.80","17432.20","-0.12","-0.12","0","17517.58","17662.36","17501.06","39.29"
"Fri Sep 23 2022 12:15:00 GMT+0530 (India Standard Time)","17432.30","17432.30","17415.40","17420.85","-0.07","-0.06","0","17511.83","17660.06","17500.43","36.72"
"Fri Sep 23 2022 12:20:00 GMT+0530 (India Standard Time)","17420.65","17421.20","17405.20","17419.15","-0.01","-0.01","0","17506.38","17657.76","17488.24","36.34"
"Fri Sep 23 2022 12:25:00 GMT+0530 (India Standard Time)","17419.10","17444.60","17413.90","17443.40","0.14","0.14","0","17501.53","17655.65","17485.62","45.12"
"Fri Sep 23 2022 12:30:00 GMT+0530 (India Standard Time)","17443.50","17444.35","17407.90","17409.50","-0.19","-0.19","0","17496.16","17653.39","17485.62","37.36"
"Fri Sep 23 2022 12:35:00 GMT+0530 (India Standard Time)","17409.90","17412.75","17389.25","17390.00","-0.11","-0.11","0","17490.40","17650.99","17479.17","33.77"
"Fri Sep 23 2022 12:40:00 GMT+0530 (India Standard Time)","17389.50","17411.30","17384.75","17397.45","0.04","0.04","0","17485.10","17648.67","17459.71","36.29"
"Fri Sep 23 2022 12:45:00 GMT+0530 (India Standard Time)","17395.50","17413.75","17387.75","17412.95","0.09","0.09","0","17480.30","17646.52","17459.71","41.30"
"Fri Sep 23 2022 12:50:00 GMT+0530 (India Standard Time)","17412.05","17412.90","17392.55","17395.25","-0.10","-0.10","0","17475.11","17644.18","17459.71","37.66"
"Fri Sep 23 2022 12:55:00 GMT+0530 (India Standard Time)","17394.15","17410.80","17393.75","17409.55","0.08","0.08","0","17470.31","17641.98","17459.71","42.10"
"Fri Sep 23 2022 13:00:00 GMT+0530 (India Standard Time)","17408.05","17408.75","17380.80","17393.60","-0.09","-0.09","0","17465.71","17639.83","17459.71","38.78"
"Fri Sep 23 2022 13:05:00 GMT+0530 (India Standard Time)","17395.10","17404.05","17387.00","17387.00","-0.04","-0.04","0","17460.99","17637.74","17459.71","37.46"
"Fri Sep 23 2022 13:10:00 GMT+0530 (India Standard Time)","17386.65","17400.60","17385.90","17391.65","0.03","0.03","0","17456.29","17635.66","17456.12","39.03"
"Fri Sep 23 2022 13:15:00 GMT+0530 (India Standard Time)","17392.15","17418.95","17386.55","17416.55","0.14","0.14","0","17452.13","17633.72","17456.12","46.75"
"Fri Sep 23 2022 13:20:00 GMT+0530 (India Standard Time)","17416.55","17417.75","17402.80","17407.60","-0.05","-0.05","0","17447.56","17631.80","17456.12","44.56"
"Fri Sep 23 2022 13:25:00 GMT+0530 (India Standard Time)","17407.65","17407.65","17388.00","17392.10","-0.09","-0.09","0","17444.01","17629.80","17456.12","41.00"
"Fri Sep 23 2022 13:30:00 GMT+0530 (India Standard Time)","17392.80","17415.80","17388.95","17415.20","0.13","0.13","0","17441.05","17627.83","17456.12","47.72"
"Fri Sep 23 2022 13:35:00 GMT+0530 (India Standard Time)","17415.60","17415.85","17379.85","17382.60","-0.19","-0.19","0","17437.87","17625.58","17456.12","40.67"
"Fri Sep 23 2022 13:40:00 GMT+0530 (India Standard Time)","17382.70","17393.90","17369.45","17369.75","-0.07","-0.07","0","17435.27","17623.29","17452.82","38.28"
"Fri Sep 23 2022 13:45:00 GMT+0530 (India Standard Time)","17370.45","17385.35","17367.50","17382.70","0.07","0.07","0","17433.70","17621.18","17440.12","41.99"
"Fri Sep 23 2022 13:50:00 GMT+0530 (India Standard Time)","17382.35","17387.40","17372.20","17383.80","0.01","0.01","0","17432.04","17619.17","17440.12","42.31"
"Fri Sep 23 2022 13:55:00 GMT+0530 (India Standard Time)","17383.15","17384.05","17366.50","17373.85","-0.06","-0.06","0","17430.76","17617.18","17440.12","40.17"
"Fri Sep 23 2022 14:00:00 GMT+0530 (India Standard Time)","17372.90","17373.05","17342.60","17353.75","-0.12","-0.12","0","17428.46","17615.10","17440.12","36.18"
"Fri Sep 23 2022 14:05:00 GMT+0530 (India Standard Time)","17354.40","17365.40","17352.65","17364.30","0.06","0.06","0","17426.12","17613.07","17422.67","39.57"
"Fri Sep 23 2022 14:10:00 GMT+0530 (India Standard Time)","17364.60","17374.75","17357.30","17365.20","0.01","0.01","0","17423.83","17611.16","17422.67","39.86"
"Fri Sep 23 2022 14:15:00 GMT+0530 (India Standard Time)","17365.95","17373.45","17353.50","17355.90","-0.05","-0.05","0","17421.52","17609.07","17422.67","37.82"
"Fri Sep 23 2022 14:20:00 GMT+0530 (India Standard Time)","17355.35","17356.75","17341.80","17341.90","-0.08","-0.08","0","17419.15","17606.81","17422.31","34.92"
"Fri Sep 23 2022 14:25:00 GMT+0530 (India Standard Time)","17340.65","17340.95","17314.25","17324.80","-0.10","-0.10","0","17417.08","17604.50","17407.28","31.72"
"Fri Sep 23 2022 14:30:00 GMT+0530 (India Standard Time)","17324.20","17325.60","17293.00","17308.55","-0.09","-0.09","0","17414.14","17602.04","17391.02","29.00"
"Fri Sep 23 2022 14:35:00 GMT+0530 (India Standard Time)","17308.75","17344.10","17308.30","17340.10","0.18","0.18","0","17411.87","17599.73","17376.27","39.79"
"Fri Sep 23 2022 14:40:00 GMT+0530 (India Standard Time)","17339.45","17343.15","17323.00","17339.80","0","0","0","17409.32","17597.38","17376.27","39.73"
"Fri Sep 23 2022 14:45:00 GMT+0530 (India Standard Time)","17339.25","17346.10","17328.05","17329.80","-0.06","-0.06","0","17406.70","17595.01","17376.27","37.63"
"Fri Sep 23 2022 14:50:00 GMT+0530 (India Standard Time)","17330.45","17366.60","17328.30","17355.60","0.15","0.15","0","17405.08","17592.81","17376.27","45.62"
"Fri Sep 23 2022 14:55:00 GMT+0530 (India Standard Time)","17355.60","17364.75","17349.30","17350.70","-0.03","-0.03","0","17403.21","17590.52","17376.27","44.45"
"Fri Sep 23 2022 15:00:00 GMT+0530 (India Standard Time)","17347.55","17355.20","17319.55","17319.95","-0.18","-0.18","0","17400.49","17588.06","17376.27","37.91"
"Fri Sep 23 2022 15:05:00 GMT+0530 (India Standard Time)","17321.75","17323.95","17313.10","17323.95","0.02","0.02","0","17397.94","17585.63","17376.27","39.17"
"Fri Sep 23 2022 15:10:00 GMT+0530 (India Standard Time)","17325.65","17337.70","17322.15","17322.50","-0.01","-0.01","0","17395.52","17583.19","17376.27","38.86"
"Fri Sep 23 2022 15:15:00 GMT+0530 (India Standard Time)","17322.45","17339.00","17320.25","17335.50","0.08","0.08","0","17393.50","17580.83","17376.27","43.15"
"Fri Sep 23 2022 15:20:00 GMT+0530 (India Standard Time)","17335.90","17338.00","17315.95","17315.95","-0.11","-0.11","0","17391.01","17578.38","17376.27","38.75"
"Fri Sep 23 2022 15:25:00 GMT+0530 (India Standard Time)","17316.65","17333.50","17316.35","17332.25","0.09","0.09","0","17389.17","17575.98","17376.27","43.89"
"Mon Sep 26 2022 09:15:00 GMT+0530 (India Standard Time)","17156.30","17190.70","17082.15","17082.35","-1.44","-1.44","0","17381.65","17572.40","17376.27","18.39"
"Mon Sep 26 2022 09:20:00 GMT+0530 (India Standard Time)","17082.80","17163.85","17074.15","17163.85","0.48","0.48","0","17375.80","17569.35","17181.88","32.22"
"Mon Sep 26 2022 09:25:00 GMT+0530 (India Standard Time)","17163.60","17195.75","17151.20","17155.90","-0.05","-0.05","0","17369.97","17566.30","17181.88","31.66"
"Mon Sep 26 2022 09:30:00 GMT+0530 (India Standard Time)","17157.50","17183.05","17133.25","17143.80","-0.07","-0.07","0","17364.06","17563.17","17181.88","30.78"
"Mon Sep 26 2022 09:35:00 GMT+0530 (India Standard Time)","17148.70","17148.70","17081.30","17083.15","-0.35","-0.35","0","17356.68","17559.84","17181.88","26.75"
"Mon Sep 26 2022 09:40:00 GMT+0530 (India Standard Time)","17082.05","17088.80","17060.25","17060.95","-0.13","-0.13","0","17348.48","17556.40","17181.88","25.44"
"Mon Sep 26 2022 09:45:00 GMT+0530 (India Standard Time)","17060.50","17087.00","17054.80","17073.75","0.08","0.08","0","17340.67","17553.20","17174.68","27.64"
"Mon Sep 26 2022 09:50:00 GMT+0530 (India Standard Time)","17074.15","17094.10","17054.35","17075.35","0.01","0.01","0","17332.94","17550.09","17174.68","27.93"
"Mon Sep 26 2022 09:55:00 GMT+0530 (India Standard Time)","17075.60","17086.35","17046.30","17046.65","-0.17","-0.17","0","17324.92","17546.86","17174.68","25.94"
"Mon Sep 26 2022 10:00:00 GMT+0530 (India Standard Time)","17045.35","17060.25","17027.65","17044.65","-0.01","-0.01","0","17316.75","17543.73","17160.19","25.81"
"Mon Sep 26 2022 10:05:00 GMT+0530 (India Standard Time)","17044.95","17047.15","17024.60","17030.80","-0.08","-0.08","0","17308.72","17540.44","17157.44","24.82"
"Mon Sep 26 2022 10:10:00 GMT+0530 (India Standard Time)","17030.15","17048.30","17027.15","17046.60","0.09","0.09","0","17301.24","17537.16","17141.44","28.18"
"Mon Sep 26 2022 10:15:00 GMT+0530 (India Standard Time)","17046.75","17066.40","17020.10","17054.05","0.04","0.04","0","17293.94","17534.03","17141.44","29.78"
"Mon Sep 26 2022 10:20:00 GMT+0530 (India Standard Time)","17055.30","17056.05","17023.50","17024.80","-0.17","-0.17","0","17285.57","17530.74","17141.44","27.22"
"Mon Sep 26 2022 10:25:00 GMT+0530 (India Standard Time)","17024.15","17035.65","17009.65","17011.90","-0.08","-0.08","0","17277.61","17527.43","17134.07","26.16"
"Mon Sep 26 2022 10:30:00 GMT+0530 (India Standard Time)","17011.35","17027.65","17008.50","17016.60","0.03","0.03","0","17270.15","17524.06","17119.68","27.27"
"Mon Sep 26 2022 10:35:00 GMT+0530 (India Standard Time)","17018.00","17018.55","17003.45","17013.60","-0.02","-0.02","0","17262.47","17520.54","17119.68","26.99"
"Mon Sep 26 2022 10:40:00 GMT+0530 (India Standard Time)","17015.00","17041.50","17011.85","17041.50","0.16","0.16","0","17255.04","17517.07","17116.12","33.81"
"Mon Sep 26 2022 10:45:00 GMT+0530 (India Standard Time)","17041.90","17054.40","17035.50","17042.05","0","0","0","17247.98","17513.66","17116.12","33.94"
"Mon Sep 26 2022 10:50:00 GMT+0530 (India Standard Time)","17040.15","17053.35","17035.45","17042.15","0","0","0","17240.63","17510.18","17116.12","33.97"
"Mon Sep 26 2022 10:55:00 GMT+0530 (India Standard Time)","17041.30","17041.55","17013.75","17019.05","-0.14","-0.14","0","17233.14","17506.66","17116.12","30.98"
"Mon Sep 26 2022 11:00:00 GMT+0530 (India Standard Time)","17020.30","17021.50","17006.70","17014.40","-0.03","-0.03","0","17225.68","17503.17","17116.00","30.40"
"Mon Sep 26 2022 11:05:00 GMT+0530 (India Standard Time)","17014.20","17022.10","16990.05","16990.05","-0.14","-0.14","0","17217.65","17499.56","17108.84","27.50"
"Mon Sep 26 2022 11:10:00 GMT+0530 (India Standard Time)","16989.35","16996.10","16979.10","16996.10","0.04","0.04","0","17209.24","17495.92","17084.57","29.31"
"Mon Sep 26 2022 11:15:00 GMT+0530 (India Standard Time)","16996.95","17036.60","16990.50","17036.60","0.24","0.24","0","17201.82","17492.52","17084.57","40.06"
"Mon Sep 26 2022 11:20:00 GMT+0530 (India Standard Time)","17036.70","17050.65","17027.55","17027.55","-0.05","-0.05","0","17194.53","17489.05","17084.57","38.65"
"Mon Sep 26 2022 11:25:00 GMT+0530 (India Standard Time)","17028.40","17039.30","17023.40","17033.00","0.03","0.03","0","17186.89","17485.57","17084.57","40.02"
"Mon Sep 26 2022 11:30:00 GMT+0530 (India Standard Time)","17032.45","17050.65","17032.45","17049.90","0.10","0.10","0","17180.23","17482.07","17084.57","44.19"
"Mon Sep 26 2022 11:35:00 GMT+0530 (India Standard Time)","17050.80","17065.00","17040.40","17040.40","-0.06","-0.06","0","17173.65","17478.53","17084.57","42.41"
"Mon Sep 26 2022 11:40:00 GMT+0530 (India Standard Time)","17039.55","17043.45","17014.40","17015.45","-0.15","-0.15","0","17166.30","17474.73","17084.57","38.06"
"Mon Sep 26 2022 11:45:00 GMT+0530 (India Standard Time)","17015.20","17030.45","17005.00","17027.90","0.07","0.07","0","17159.18","17471.03","17084.57","41.29"
"Mon Sep 26 2022 11:50:00 GMT+0530 (India Standard Time)","17028.50","17043.70","17024.80","17042.00","0.08","0.08","0","17152.55","17467.45","17084.57","44.81"
"Mon Sep 26 2022 11:55:00 GMT+0530 (India Standard Time)","17041.85","17047.50","17029.50","17041.25","0","0","0","17146.30","17463.80","17084.57","44.66"
"Mon Sep 26 2022 12:00:00 GMT+0530 (India Standard Time)","17041.45","17055.15","17034.65","17052.25","0.06","0.06","0","17140.06","17460.15","17084.57","47.49"
"Mon Sep 26 2022 12:05:00 GMT+0530 (India Standard Time)","17051.70","17065.95","17051.60","17061.80","0.06","0.06","0","17133.99","17456.53","17084.57","49.89"
"Mon Sep 26 2022 12:10:00 GMT+0530 (India Standard Time)","17061.80","17074.85","17059.05","17065.10","0.02","0.02","0","17128.17","17452.96","17084.57","50.73"
"Mon Sep 26 2022 12:15:00 GMT+0530 (India Standard Time)","17067.65","17084.15","17066.00","17081.70","0.10","0.10","0","17122.97","17449.54","17084.57","54.83"
"Mon Sep 26 2022 12:20:00 GMT+0530 (India Standard Time)","17080.50","17083.50","17047.25","17055.10","-0.16","-0.16","0","17117.57","17445.99","17084.57","47.95"
"Mon Sep 26 2022 12:25:00 GMT+0530 (India Standard Time)","17054.50","17066.10","17038.05","17059.15","0.02","0.02","0","17112.59","17442.55","17084.57","49.00"
"Mon Sep 26 2022 12:30:00 GMT+0530 (India Standard Time)","17059.10","17087.65","17057.90","17077.95","0.11","0.11","0","17107.34","17439.25","17084.57","53.67"
"Mon Sep 26 2022 12:35:00 GMT+0530 (India Standard Time)","17078.10","17108.70","17076.85","17108.70","0.18","0.18","0","17102.72","17436.04","17084.57","60.10"
"Mon Sep 26 2022 12:40:00 GMT+0530 (India Standard Time)","17109.30","17135.30","17101.90","17135.10","0.15","0.15","0","17098.83","17433.08","17026.81","64.64"
"Mon Sep 26 2022 12:45:00 GMT+0530 (India Standard Time)","17135.00","17136.15","17109.20","17129.75","-0.03","-0.03","0","17094.31","17430.04","17052.34","63.07"
"Mon Sep 26 2022 12:50:00 GMT+0530 (India Standard Time)","17129.30","17155.15","17123.85","17146.80","0.10","0.10","0","17090.23","17427.10","17052.34","65.91"
